Name	iCh	iFr	Fr(Hz)	Cos	Sin	Amp	PVal
Project	     120	      13	   6.000	  -0.023	   0.013	   0.027	   0.770
Project	     120	      14	   6.500	  -0.012	  -0.012	   0.017	   0.903
Project	     120	      15	   7.000	   0.027	   0.072	   0.077	   0.137
Project	     120	      16	   7.500	   0.035	   0.019	   0.040	   0.604
Project	     120	      17	   8.000	  -0.098	  -0.054	   0.112	   0.012
Project	     120	      18	   8.500	  -0.014	  -0.053	   0.055	   0.237
Project	     120	      19	   9.000	   0.007	   0.011	   0.013	   0.903
Project	     120	      20	   9.500	  -0.011	   0.022	   0.025	   0.722
Project	     120	      21	  10.000	  -0.028	   0.049	   0.057	   0.139
Project	     120	      22	  10.500	   0.037	  -0.018	   0.041	   0.326
Project	     120	      23	  11.000	   0.000	  -0.009	   0.009	   0.937
Project	     120	      24	  11.500	  -0.054	  -0.027	   0.060	   0.040
Project	     120	      25	  12.000	  -0.065	   0.038	   0.075	   0.005
Project	     120	      26	  12.500	  -0.010	  -0.005	   0.011	   0.866
Project	     120	      27	  13.000	  -0.006	  -0.038	   0.038	   0.305
Project	     120	      28	  13.500	  -0.004	   0.017	   0.017	   0.704
Project	     120	      29	  14.000	  -0.001	   0.001	   0.002	   0.997
Project	     120	      30	  14.500	   0.013	  -0.022	   0.026	   0.504
Project	     120	      31	  15.000	  -0.032	  -0.040	   0.051	   0.034
Project	     120	      32	  15.500	   0.016	  -0.007	   0.018	   0.625
Project	     120	      33	  16.000	  -0.027	  -0.002	   0.027	   0.361
Project	     120	      34	  16.500	  -0.062	   0.010	   0.063	   0.005
Project	     120	      35	  17.000	   0.008	  -0.030	   0.031	   0.236
Project	     120	      36	  17.500	  -0.002	  -0.013	   0.013	   0.740
Project	     120	      37	  18.000	   0.017	  -0.010	   0.020	   0.529
Project	     120	      38	  18.500	  -0.002	  -0.019	   0.019	   0.577
Project	     120	      39	  19.000	   0.003	  -0.021	   0.021	   0.453
Project	     120	      40	  19.500	  -0.007	  -0.015	   0.016	   0.630
Project	     120	      41	  20.000	   0.069	   0.065	   0.095	   0.000
Project	     120	      42	  20.500	   0.034	  -0.014	   0.037	   0.108
Project	     120	      43	  21.000	   0.002	  -0.025	   0.025	   0.289
Project	     120	      44	  21.500	   0.010	  -0.005	   0.011	   0.776
Project	     120	      45	  22.000	  -0.019	   0.020	   0.027	   0.201
Project	     120	      46	  22.500	  -0.017	  -0.012	   0.021	   0.495
Project	     120	      47	  23.000	  -0.007	  -0.006	   0.009	   0.831
Project	     120	      48	  23.500	  -0.020	  -0.020	   0.029	   0.148
Project	     120	      49	  24.000	  -0.024	   0.021	   0.032	   0.119
Project	     120	      50	  24.500	  -0.005	  -0.028	   0.028	   0.163
Project	     120	      51	  25.000	  -0.006	   0.010	   0.012	   0.723
Project	     120	      52	  25.500	   0.009	  -0.012	   0.015	   0.530
Project	     120	      53	  26.000	  -0.014	   0.006	   0.015	   0.523
Project	     120	      54	  26.500	   0.003	   0.001	   0.003	   0.974
Project	     120	      55	  27.000	  -0.006	   0.016	   0.017	   0.429
Project	     120	      56	  27.500	  -0.009	   0.021	   0.023	   0.166
Project	     120	      57	  28.000	  -0.005	  -0.008	   0.009	   0.803
Project	     120	      58	  28.500	  -0.006	  -0.006	   0.009	   0.730
Project	     120	      59	  29.000	   0.008	  -0.005	   0.010	   0.722
Project	     120	      60	  29.500	  -0.011	   0.006	   0.012	   0.635
Project	     120	      61	  30.000	  -0.033	   0.001	   0.033	   0.033
Project	     120	      62	  30.500	   0.001	  -0.014	   0.014	   0.523
Project	     120	      63	  31.000	   0.007	  -0.007	   0.010	   0.691
Project	     120	      64	  31.500	  -0.018	   0.003	   0.018	   0.244
Project	     120	      65	  32.000	  -0.003	   0.011	   0.012	   0.551
Project	     120	      66	  32.500	   0.001	   0.005	   0.006	   0.881
Project	     120	      67	  33.000	  -0.012	  -0.018	   0.021	   0.168
Project	     120	      68	  33.500	   0.015	  -0.001	   0.015	   0.352
Project	     120	      69	  34.000	  -0.015	  -0.011	   0.019	   0.240
Project	     120	      70	  34.500	   0.006	  -0.007	   0.009	   0.715
Project	     120	      71	  35.000	  -0.025	  -0.011	   0.027	   0.053
Project	     120	      72	  35.500	   0.004	  -0.009	   0.010	   0.658
Project	     120	      73	  36.000	  -0.002	   0.013	   0.013	   0.434
Project	     120	      74	  36.500	   0.004	   0.011	   0.012	   0.506
Project	     120	      75	  37.000	   0.005	  -0.021	   0.022	   0.119
Project	     120	      76	  37.500	   0.004	   0.010	   0.011	   0.620
Project	     120	      77	  38.000	   0.018	   0.008	   0.020	   0.205
Project	     120	      78	  38.500	   0.011	   0.003	   0.011	   0.536
Project	     120	      79	  39.000	  -0.007	  -0.004	   0.008	   0.706
Project	     120	      80	  39.500	  -0.003	   0.000	   0.003	   0.961
Project	     120	      81	  40.000	  -0.015	   0.063	   0.064	   0.000
Project	     120	      82	  40.500	  -0.005	  -0.005	   0.007	   0.759
Project	     120	      83	  41.000	  -0.003	   0.004	   0.005	   0.895
Project	     120	      84	  41.500	   0.001	   0.003	   0.003	   0.968
Project	     120	      85	  42.000	   0.006	   0.008	   0.010	   0.550
Project	     120	      86	  42.500	   0.007	  -0.009	   0.012	   0.457
Project	     120	      87	  43.000	   0.004	   0.006	   0.007	   0.753
Project	     120	      88	  43.500	  -0.004	  -0.006	   0.007	   0.747
Project	     120	      89	  44.000	  -0.002	  -0.014	   0.014	   0.303
Project	     120	      90	  44.500	   0.011	   0.011	   0.016	   0.255
Project	     120	      91	  45.000	   0.010	   0.003	   0.011	   0.526
Project	     120	      92	  45.500	  -0.000	  -0.013	   0.013	   0.426
Project	     120	      93	  46.000	   0.004	  -0.005	   0.007	   0.762
Project	     120	      94	  46.500	   0.019	   0.004	   0.019	   0.114
Project	     120	      95	  47.000	   0.004	  -0.007	   0.008	   0.661
Project	     120	      96	  47.500	   0.013	   0.002	   0.013	   0.421
Project	     120	      97	  48.000	   0.012	   0.012	   0.017	   0.181
Project	     120	      98	  48.500	   0.000	   0.007	   0.007	   0.738
Project	     120	      99	  49.000	   0.004	   0.018	   0.019	   0.112
Project	     120	     100	  49.500	  -0.002	  -0.001	   0.002	   0.975
Project	     120	     101	  50.000	  -0.007	  -0.004	   0.008	   0.641
Project	     120	     102	  50.500	  -0.000	  -0.001	   0.001	   0.664
Project	     120	     103	  51.000	  -0.000	  -0.001	   0.001	   0.491
Project	     120	     104	  51.500	  -0.000	  -0.001	   0.001	   0.483
Project	     120	     105	  52.000	  -0.000	  -0.001	   0.001	   0.495
Project	     121	       1	   0.000	   2.971	   0.000	   2.971	   0.000
Project	     121	       2	   0.500	  -0.074	  -0.406	   0.413	   0.039
Project	     121	       3	   1.000	  -0.053	  -0.175	   0.183	   0.267
Project	     121	       4	   1.500	   0.115	  -0.181	   0.215	   0.036
Project	     121	       5	   2.000	   0.100	  -0.316	   0.332	   0.000
Project	     121	       6	   2.500	   0.060	  -0.058	   0.084	   0.295
Project	     121	       7	   3.000	   0.021	  -0.103	   0.105	   0.111
Project	     121	       8	   3.500	   0.009	  -0.061	   0.062	   0.341
Project	     121	       9	   4.000	   0.034	   0.082	   0.089	   0.083
Project	     121	      10	   4.500	  -0.016	  -0.031	   0.035	   0.657
Project	     121	      11	   5.000	   0.043	  -0.045	   0.062	   0.197
Project	     121	      12	   5.500	   0.031	   0.021	   0.037	   0.489
Project	     121	      13	   6.000	   0.030	  -0.036	   0.047	   0.240
Project	     121	      14	   6.500	  -0.037	   0.012	   0.039	   0.453
Project	     121	      15	   7.000	   0.015	   0.022	   0.027	   0.675
Project	     121	      16	   7.500	   0.009	  -0.008	   0.012	   0.925
Project	     121	      17	   8.000	  -0.077	  -0.039	   0.086	   0.029
Project	     121	      18	   8.500	   0.019	  -0.064	   0.067	   0.030
Project	     121	      19	   9.000	  -0.015	  -0.007	   0.016	   0.790
Project	     121	      20	   9.500	  -0.009	  -0.000	   0.009	   0.925
Project	     121	      21	  10.000	  -0.002	   0.047	   0.047	   0.132
Project	     121	      22	  10.500	   0.036	  -0.035	   0.050	   0.103
Project	     121	      23	  11.000	  -0.024	  -0.036	   0.043	   0.162
Project	     121	      24	  11.500	   0.000	  -0.042	   0.042	   0.158
Project	     121	      25	  12.000	  -0.068	   0.002	   0.068	   0.003
Project	     121	      26	  12.500	   0.010	  -0.020	   0.023	   0.479
Project	     121	      27	  13.000	  -0.011	  -0.014	   0.018	   0.633
Project	     121	      28	  13.500	  -0.042	   0.021	   0.047	   0.026
Project	     121	      29	  14.000	   0.002	  -0.014	   0.014	   0.666
Project	     121	      30	  14.500	   0.005	  -0.025	   0.025	   0.359
Project	     121	      31	  15.000	  -0.018	  -0.026	   0.031	   0.116
Project	     121	      32	  15.500	  -0.001	  -0.003	   0.004	   0.975
Project	     121	      33	  16.000	  -0.004	   0.000	   0.004	   0.973
Project	     121	      34	  16.500	  -0.035	   0.017	   0.039	   0.051
Project	     121	      35	  17.000	  -0.015	  -0.020	   0.025	   0.225
Project	     121	      36	  17.500	  -0.020	  -0.008	   0.021	   0.343
Project	     121	      37	  18.000	  -0.005	  -0.003	   0.005	   0.934
Project	     121	      38	  18.500	   0.001	  -0.003	   0.003	   0.973
Project	     121	      39	  19.000	  -0.000	  -0.022	   0.022	   0.321
Project	     121	      40	  19.500	  -0.009	  -0.021	   0.023	   0.266
Project	     121	      41	  20.000	   0.139	   0.044	   0.146	   0.000
Project	     121	      42	  20.500	  -0.007	   0.002	   0.007	   0.882
Project	     121	      43	  21.000	  -0.006	  -0.025	   0.025	   0.189
Project	     121	      44	  21.500	  -0.016	  -0.008	   0.017	   0.531
Project	     121	      45	  22.000	  -0.007	   0.002	   0.007	   0.873
Project	     121	      46	  22.500	   0.003	  -0.003	   0.004	   0.951
Project	     121	      47	  23.000	  -0.004	  -0.013	   0.013	   0.577
Project	     121	      48	  23.500	   0.001	  -0.013	   0.013	   0.597
Project	     121	      49	  24.000	  -0.009	   0.029	   0.030	   0.041
Project	     121	      50	  24.500	   0.011	  -0.001	   0.011	   0.699
Project	     121	      51	  25.000	  -0.002	   0.002	   0.003	   0.977
Project	     121	      52	  25.500	  -0.012	  -0.016	   0.020	   0.167
Project	     121	      53	  26.000	  -0.012	   0.002	   0.012	   0.499
Project	     121	      54	  26.500	   0.000	  -0.005	   0.005	   0.898
Project	     121	      55	  27.000	  -0.004	   0.008	   0.009	   0.664
Project	     121	      56	  27.500	  -0.012	   0.011	   0.016	   0.246
Project	     121	      57	  28.000	  -0.011	  -0.007	   0.013	   0.461
Project	     121	      58	  28.500	  -0.008	  -0.020	   0.021	   0.065
Project	     121	      59	  29.000	   0.008	  -0.002	   0.008	   0.698
Project	     121	      60	  29.500	  -0.018	  -0.003	   0.018	   0.288
Project	     121	      61	  30.000	  -0.013	  -0.018	   0.022	   0.097
Project	     121	      62	  30.500	   0.011	  -0.013	   0.017	   0.197
Project	     121	      63	  31.000	  -0.004	  -0.017	   0.017	   0.224
Project	     121	      64	  31.500	  -0.025	  -0.004	   0.025	   0.019
Project	     121	      65	  32.000	  -0.012	   0.004	   0.012	   0.421
Project	     121	      66	  32.500	   0.009	   0.010	   0.014	   0.305
Project	     121	      67	  33.000	  -0.007	  -0.004	   0.008	   0.657
Project	     121	      68	  33.500	   0.002	  -0.009	   0.009	   0.676
Project	     121	      69	  34.000	   0.001	   0.009	   0.009	   0.656
Project	     121	      70	  34.500	   0.009	  -0.023	   0.025	   0.010
Project	     121	      71	  35.000	  -0.017	   0.008	   0.018	   0.100
Project	     121	      72	  35.500	   0.014	  -0.001	   0.014	   0.198
Project	     121	      73	  36.000	   0.000	   0.003	   0.003	   0.929
Project	     121	      74	  36.500	  -0.003	  -0.010	   0.010	   0.515
Project	     121	      75	  37.000	   0.008	  -0.005	   0.010	   0.546
Project	     121	      76	  37.500	   0.012	   0.003	   0.013	   0.384
Project	     121	      77	  38.000	   0.009	   0.002	   0.009	   0.560
Project	     121	      78	  38.500	   0.010	   0.000	   0.010	   0.491
Project	     121	      79	  39.000	  -0.003	  -0.003	   0.004	   0.874
Project	     121	      80	  39.500	  -0.013	   0.002	   0.013	   0.225
Project	     121	      81	  40.000	  -0.015	   0.036	   0.039	   0.000
Project	     121	      82	  40.500	  -0.001	  -0.008	   0.008	   0.632
Project	     121	      83	  41.000	  -0.001	  -0.008	   0.008	   0.601
Project	     121	      84	  41.500	   0.008	  -0.005	   0.010	   0.549
Project	     121	      85	  42.000	  -0.008	   0.001	   0.008	   0.580
Project	     121	      86	  42.500	   0.009	  -0.007	   0.011	   0.349
Project	     121	      87	  43.000	  -0.003	  -0.005	   0.006	   0.769
Project	     121	      88	  43.500	  -0.011	  -0.015	   0.018	   0.080
Project	     121	      89	  44.000	  -0.002	  -0.001	   0.002	   0.948
Project	     121	      90	  44.500	   0.001	  -0.005	   0.005	   0.822
Project	     121	      91	  45.000	   0.010	  -0.005	   0.011	   0.381
Project	     121	      92	  45.500	   0.001	  -0.017	   0.017	   0.108
Project	     121	      93	  46.000	  -0.007	  -0.005	   0.008	   0.591
Project	     121	      94	  46.500	   0.005	  -0.010	   0.011	   0.403
Project	     121	      95	  47.000	   0.007	  -0.006	   0.009	   0.481
Project	     121	      96	  47.500	   0.003	   0.004	   0.005	   0.870
Project	     121	      97	  48.000	   0.008	  -0.006	   0.010	   0.486
Project	     121	      98	  48.500	  -0.001	  -0.010	   0.010	   0.529
Project	     121	      99	  49.000	  -0.005	   0.013	   0.014	   0.225
Project	     121	     100	  49.500	  -0.008	  -0.005	   0.009	   0.518
Project	     121	     101	  50.000	  -0.005	   0.006	   0.008	   0.651
Project	     121	     102	  50.500	  -0.000	  -0.001	   0.001	   0.789
Project	     121	     103	  51.000	  -0.000	  -0.001	   0.001	   0.335
Project	     121	     104	  51.500	  -0.001	  -0.002	   0.002	   0.138
Project	     121	     105	  52.000	  -0.001	  -0.002	   0.002	   0.066
Project	     122	       1	   0.000	   0.532	   0.000	   0.532	   0.044
Project	     122	       2	   0.500	  -0.006	   0.085	   0.085	   0.805
Project	     122	       3	   1.000	  -0.137	  -0.129	   0.189	   0.050
Project	     122	       4	   1.500	   0.116	  -0.019	   0.118	   0.124
Project	     122	       5	   2.000	   0.054	  -0.221	   0.228	   0.000
Project	     122	       6	   2.500	   0.011	  -0.033	   0.035	   0.679
Project	     122	       7	   3.000	   0.067	  -0.047	   0.081	   0.111
Project	     122	       8	   3.500	  -0.007	  -0.034	   0.035	   0.603
Project	     122	       9	   4.000	  -0.005	   0.041	   0.041	   0.492
Project	     122	      10	   4.500	  -0.002	   0.001	   0.002	   0.997
Project	     122	      11	   5.000	   0.008	  -0.021	   0.023	   0.708
Project	     122	      12	   5.500	   0.030	  -0.006	   0.030	   0.476
Project	     122	      13	   6.000	   0.009	  -0.017	   0.019	   0.751
Project	     122	      14	   6.500	  -0.013	   0.007	   0.014	   0.829
Project	     122	      15	   7.000	   0.020	   0.040	   0.045	   0.153
Project	     122	      16	   7.500	   0.024	   0.003	   0.024	   0.562
Project	     122	      17	   8.000	  -0.104	   0.007	   0.104	   0.000
Project	     122	      18	   8.500	   0.010	  -0.032	   0.034	   0.247
Project	     122	      19	   9.000	  -0.018	  -0.013	   0.022	   0.560
Project	     122	      20	   9.500	  -0.017	   0.027	   0.032	   0.304
Project	     122	      21	  10.000	   0.001	   0.049	   0.049	   0.050
Project	     122	      22	  10.500	   0.028	  -0.019	   0.034	   0.240
Project	     122	      23	  11.000	  -0.037	  -0.009	   0.038	   0.141
Project	     122	      24	  11.500	   0.012	  -0.032	   0.034	   0.158
Project	     122	      25	  12.000	  -0.071	   0.022	   0.074	   0.000
Project	     122	      26	  12.500	   0.024	  -0.012	   0.027	   0.266
Project	     122	      27	  13.000	   0.013	  -0.002	   0.013	   0.714
Project	     122	      28	  13.500	  -0.024	   0.012	   0.027	   0.184
Project	     122	      29	  14.000	  -0.001	   0.024	   0.024	   0.309
Project	     122	      30	  14.500	  -0.016	  -0.008	   0.018	   0.561
Project	     122	      31	  15.000	   0.007	  -0.008	   0.011	   0.753
Project	     122	      32	  15.500	  -0.003	   0.013	   0.014	   0.688
Project	     122	      33	  16.000	  -0.001	  -0.017	   0.017	   0.552
Project	     122	      34	  16.500	   0.009	   0.021	   0.023	   0.309
Project	     122	      35	  17.000	  -0.019	  -0.002	   0.019	   0.504
Project	     122	      36	  17.500	  -0.007	  -0.012	   0.014	   0.718
Project	     122	      37	  18.000	   0.015	   0.029	   0.033	   0.146
Project	     122	      38	  18.500	  -0.010	   0.002	   0.010	   0.854
Project	     122	      39	  19.000	  -0.017	   0.012	   0.021	   0.499
Project	     122	      40	  19.500	   0.013	  -0.003	   0.014	   0.742
Project	     122	      41	  20.000	   0.118	   0.024	   0.120	   0.000
Project	     122	      42	  20.500	   0.031	   0.015	   0.034	   0.192
Project	     122	      43	  21.000	  -0.012	  -0.015	   0.019	   0.520
Project	     122	      44	  21.500	  -0.004	   0.017	   0.017	   0.696
Project	     122	      45	  22.000	  -0.009	   0.033	   0.034	   0.122
Project	     122	      46	  22.500	  -0.008	  -0.018	   0.020	   0.506
Project	     122	      47	  23.000	  -0.005	   0.004	   0.006	   0.914
Project	     122	      48	  23.500	  -0.009	  -0.009	   0.013	   0.646
Project	     122	      49	  24.000	   0.007	   0.020	   0.021	   0.361
Project	     122	      50	  24.500	   0.037	   0.015	   0.040	   0.025
Project	     122	      51	  25.000	  -0.012	  -0.004	   0.013	   0.683
Project	     122	      52	  25.500	  -0.027	  -0.010	   0.029	   0.090
Project	     122	      53	  26.000	   0.000	   0.008	   0.008	   0.787
Project	     122	      54	  26.500	   0.024	   0.006	   0.024	   0.149
Project	     122	      55	  27.000	  -0.016	  -0.002	   0.016	   0.402
Project	     122	      56	  27.500	  -0.008	  -0.005	   0.009	   0.727
Project	     122	      57	  28.000	  -0.013	  -0.011	   0.017	   0.321
Project	     122	      58	  28.500	   0.013	  -0.019	   0.024	   0.114
Project	     122	      59	  29.000	  -0.005	   0.011	   0.012	   0.561
Project	     122	      60	  29.500	  -0.016	  -0.000	   0.016	   0.475
Project	     122	      61	  30.000	  -0.011	  -0.019	   0.022	   0.156
Project	     122	      62	  30.500	  -0.019	  -0.012	   0.023	   0.134
Project	     122	      63	  31.000	   0.001	  -0.005	   0.006	   0.868
Project	     122	      64	  31.500	  -0.008	   0.004	   0.009	   0.646
Project	     122	      65	  32.000	   0.006	   0.013	   0.015	   0.438
Project	     122	      66	  32.500	   0.001	   0.012	   0.012	   0.566
Project	     122	      67	  33.000	  -0.005	  -0.010	   0.011	   0.636
Project	     122	      68	  33.500	   0.021	  -0.013	   0.025	   0.126
Project	     122	      69	  34.000	  -0.013	   0.024	   0.027	   0.059
Project	     122	      70	  34.500	   0.015	  -0.016	   0.022	   0.189
Project	     122	      71	  35.000	  -0.020	  -0.009	   0.022	   0.160
Project	     122	      72	  35.500	   0.015	   0.007	   0.016	   0.230
Project	     122	      73	  36.000	   0.006	   0.008	   0.010	   0.743
Project	     122	      74	  36.500	  -0.007	   0.002	   0.007	   0.814
Project	     122	      75	  37.000	  -0.011	  -0.012	   0.016	   0.436
Project	     122	      76	  37.500	   0.015	  -0.018	   0.023	   0.228
Project	     122	      77	  38.000	   0.006	   0.011	   0.013	   0.575
Project	     122	      78	  38.500	   0.013	   0.006	   0.014	   0.458
Project	     122	      79	  39.000	  -0.001	   0.011	   0.011	   0.674
Project	     122	      80	  39.500	  -0.005	  -0.002	   0.005	   0.929
Project	     122	      81	  40.000	  -0.022	   0.033	   0.040	   0.002
Project	     122	      82	  40.500	  -0.001	   0.007	   0.007	   0.871
Project	     122	      83	  41.000	   0.018	  -0.007	   0.020	   0.319
Project	     122	      84	  41.500	   0.018	   0.010	   0.021	   0.188
Project	     122	      85	  42.000	  -0.017	   0.002	   0.017	   0.407
Project	     122	      86	  42.500	   0.009	  -0.010	   0.013	   0.536
Project	     122	      87	  43.000	  -0.005	  -0.016	   0.017	   0.255
Project	     122	      88	  43.500	  -0.011	  -0.024	   0.027	   0.102
Project	     122	      89	  44.000	   0.005	  -0.002	   0.005	   0.905
Project	     122	      90	  44.500	   0.007	  -0.025	   0.025	   0.066
Project	     122	      91	  45.000	   0.006	   0.000	   0.006	   0.887
Project	     122	      92	  45.500	   0.013	  -0.002	   0.013	   0.437
Project	     122	      93	  46.000	  -0.015	   0.009	   0.018	   0.254
Project	     122	      94	  46.500	  -0.000	   0.019	   0.019	   0.263
Project	     122	      95	  47.000	   0.018	   0.025	   0.031	   0.020
Project	     122	      96	  47.500	   0.006	   0.007	   0.009	   0.713
Project	     122	      97	  48.000	  -0.009	   0.001	   0.009	   0.660
Project	     122	      98	  48.500	  -0.000	   0.001	   0.001	   0.992
Project	     122	      99	  49.000	  -0.012	   0.024	   0.026	   0.044
Project	     122	     100	  49.500	  -0.005	  -0.017	   0.018	   0.314
Project	     122	     101	  50.000	  -0.013	  -0.003	   0.014	   0.443
Project	     122	     102	  50.500	   0.000	   0.000	   0.000	   0.990
Project	     122	     103	  51.000	  -0.000	   0.000	   0.001	   0.891
Project	     122	     104	  51.500	  -0.000	   0.000	   0.001	   0.775
Project	     122	     105	  52.000	  -0.000	   0.000	   0.001	   0.773
Project	     123	       1	   0.000	   2.778	   0.000	   2.778	   0.000
Project	     123	       2	   0.500	  -0.029	   0.080	   0.085	   0.819
Project	     123	       3	   1.000	  -0.058	   0.018	   0.061	   0.741
Project	     123	       4	   1.500	   0.034	  -0.013	   0.037	   0.809
Project	     123	       5	   2.000	   0.098	  -0.111	   0.148	   0.005
Project	     123	       6	   2.500	   0.046	   0.000	   0.046	   0.547
Project	     123	       7	   3.000	   0.056	  -0.006	   0.056	   0.319
Project	     123	       8	   3.500	  -0.029	  -0.046	   0.055	   0.289
Project	     123	       9	   4.000	  -0.046	   0.042	   0.062	   0.182
Project	     123	      10	   4.500	   0.027	   0.039	   0.048	   0.291
Project	     123	      11	   5.000	  -0.002	  -0.002	   0.003	   0.992
Project	     123	      12	   5.500	  -0.011	  -0.039	   0.041	   0.317
Project	     123	      13	   6.000	   0.016	  -0.029	   0.033	   0.382
Project	     123	      14	   6.500	  -0.024	   0.013	   0.027	   0.511
Project	     123	      15	   7.000	   0.004	   0.025	   0.025	   0.448
Project	     123	      16	   7.500	   0.010	   0.021	   0.024	   0.528
Project	     123	      17	   8.000	  -0.123	  -0.003	   0.123	   0.000
Project	     123	      18	   8.500	   0.010	   0.003	   0.010	   0.878
Project	     123	      19	   9.000	  -0.026	  -0.003	   0.026	   0.423
Project	     123	      20	   9.500	  -0.027	   0.038	   0.047	   0.066
Project	     123	      21	  10.000	  -0.011	   0.022	   0.025	   0.615
Project	     123	      22	  10.500	   0.019	  -0.024	   0.030	   0.340
Project	     123	      23	  11.000	  -0.013	  -0.015	   0.019	   0.620
Project	     123	      24	  11.500	  -0.004	  -0.017	   0.018	   0.626
Project	     123	      25	  12.000	  -0.057	   0.038	   0.069	   0.000
Project	     123	      26	  12.500	   0.019	  -0.005	   0.020	   0.463
Project	     123	      27	  13.000	   0.010	   0.001	   0.010	   0.823
Project	     123	      28	  13.500	  -0.034	   0.017	   0.038	   0.013
Project	     123	      29	  14.000	  -0.019	   0.017	   0.025	   0.209
Project	     123	      30	  14.500	   0.000	   0.009	   0.009	   0.825
Project	     123	      31	  15.000	   0.007	   0.009	   0.011	   0.768
Project	     123	      32	  15.500	   0.016	   0.017	   0.023	   0.309
Project	     123	      33	  16.000	  -0.003	  -0.009	   0.010	   0.832
Project	     123	      34	  16.500	  -0.003	  -0.003	   0.004	   0.965
Project	     123	      35	  17.000	   0.005	   0.009	   0.010	   0.797
Project	     123	      36	  17.500	  -0.026	   0.011	   0.028	   0.211
Project	     123	      37	  18.000	  -0.008	  -0.010	   0.013	   0.747
Project	     123	      38	  18.500	  -0.006	   0.002	   0.007	   0.927
Project	     123	      39	  19.000	  -0.007	  -0.015	   0.017	   0.584
Project	     123	      40	  19.500	  -0.009	  -0.007	   0.011	   0.781
Project	     123	      41	  20.000	   0.122	   0.017	   0.123	   0.000
Project	     123	      42	  20.500	  -0.003	   0.021	   0.021	   0.504
Project	     123	      43	  21.000	   0.024	  -0.028	   0.037	   0.062
Project	     123	      44	  21.500	  -0.013	   0.000	   0.013	   0.744
Project	     123	      45	  22.000	   0.009	  -0.007	   0.011	   0.763
Project	     123	      46	  22.500	  -0.026	  -0.003	   0.026	   0.229
Project	     123	      47	  23.000	  -0.005	  -0.008	   0.009	   0.811
Project	     123	      48	  23.500	  -0.001	   0.021	   0.021	   0.389
Project	     123	      49	  24.000	  -0.014	   0.027	   0.031	   0.180
Project	     123	      50	  24.500	   0.010	  -0.021	   0.023	   0.309
Project	     123	      51	  25.000	   0.004	   0.001	   0.004	   0.960
Project	     123	      52	  25.500	  -0.005	  -0.003	   0.006	   0.905
Project	     123	      53	  26.000	   0.000	   0.009	   0.009	   0.833
Project	     123	      54	  26.500	  -0.008	   0.009	   0.012	   0.617
Project	     123	      55	  27.000	  -0.018	   0.017	   0.025	   0.145
Project	     123	      56	  27.500	  -0.013	   0.014	   0.019	   0.283
Project	     123	      57	  28.000	  -0.006	   0.012	   0.013	   0.500
Project	     123	      58	  28.500	  -0.020	   0.003	   0.020	   0.185
Project	     123	      59	  29.000	  -0.018	   0.013	   0.022	   0.170
Project	     123	      60	  29.500	  -0.017	  -0.016	   0.023	   0.186
Project	     123	      61	  30.000	  -0.011	   0.027	   0.029	   0.055
Project	     123	      62	  30.500	  -0.003	  -0.026	   0.026	   0.056
Project	     123	      63	  31.000	   0.003	   0.000	   0.003	   0.956
Project	     123	      64	  31.500	  -0.005	   0.017	   0.018	   0.293
Project	     123	      65	  32.000	   0.011	   0.023	   0.026	   0.047
Project	     123	      66	  32.500	  -0.002	   0.019	   0.019	   0.192
Project	     123	      67	  33.000	   0.011	   0.009	   0.015	   0.423
Project	     123	      68	  33.500	   0.015	  -0.022	   0.027	   0.029
Project	     123	      69	  34.000	  -0.004	   0.023	   0.024	   0.192
Project	     123	      70	  34.500	   0.004	   0.005	   0.006	   0.882
Project	     123	      71	  35.000	  -0.016	   0.019	   0.025	   0.083
Project	     123	      72	  35.500	  -0.010	   0.012	   0.016	   0.435
Project	     123	      73	  36.000	   0.014	  -0.017	   0.022	   0.145
Project	     123	      74	  36.500	   0.029	  -0.022	   0.037	   0.008
Project	     123	      75	  37.000	   0.002	  -0.002	   0.003	   0.973
Project	     123	      76	  37.500	  -0.020	   0.002	   0.021	   0.159
Project	     123	      77	  38.000	  -0.009	  -0.006	   0.011	   0.624
Project	     123	      78	  38.500	   0.013	   0.008	   0.015	   0.437
Project	     123	      79	  39.000	  -0.018	   0.002	   0.019	   0.252
Project	     123	      80	  39.500	   0.007	  -0.012	   0.014	   0.482
Project	     123	      81	  40.000	   0.014	   0.033	   0.036	   0.010
Project	     123	      82	  40.500	   0.006	  -0.013	   0.014	   0.320
Project	     123	      83	  41.000	   0.030	  -0.016	   0.034	   0.002
Project	     123	      84	  41.500	  -0.005	   0.003	   0.006	   0.866
Project	     123	      85	  42.000	  -0.001	  -0.003	   0.004	   0.941
Project	     123	      86	  42.500	  -0.006	   0.010	   0.012	   0.509
Project	     123	      87	  43.000	  -0.004	   0.019	   0.019	   0.166
Project	     123	      88	  43.500	  -0.014	   0.002	   0.014	   0.399
Project	     123	      89	  44.000	   0.020	   0.005	   0.021	   0.126
Project	     123	      90	  44.500	  -0.012	  -0.017	   0.021	   0.097
Project	     123	      91	  45.000	  -0.027	   0.004	   0.028	   0.023
Project	     123	      92	  45.500	   0.007	  -0.003	   0.008	   0.693
Project	     123	      93	  46.000	   0.008	  -0.004	   0.009	   0.648
Project	     123	      94	  46.500	   0.004	  -0.001	   0.004	   0.935
